Order ID,Order Date,Ship Date,Ship Mode,Customer Segment,Region,Country,Category,Sub-Category,Sales Rep,Quantity,Sales,Cost,Profit,Discount,Profit Margin
ORD-2075,2024-12-26,2024-12-28,Standard,Consumer,Latin America,Argentina,Furniture,Tables,Rep_010,18,25710.92,17151.96,5991.265,0.0,23.3
ORD-2076,2023-12-17,2023-12-21,Standard,Home Office,Europe,Germany,Office Supplies,Binders,Rep_015,19,347.82,232.92,114.9,0.0,33.03
ORD-2077,2023-01-28,2023-01-29,Second Class,Corporate,Latin America,Argentina,Technology,Accessories,Rep_007,8,9339.24,5647.95,3691.28,0.0,39.52
ORD-2078,2024-12-26,2024-12-30,Express,Corporate,Europe,Spain,Furniture,Furnishings,Rep_015,15,6117.54,4121.16,1996.39,0.0,32.63
ORD-2079,2024-11-24,2024-11-26,Standard,Home Office,Asia Pacific,Australia,Technology,Copiers,Rep_011,1,1410.6625,605.08,368.24199999999996,0.0,26.1
ORD-2080,2024-07-06,2024-07-10,Standard,Home Office,Latin America,Chile,Technology,Computers,Rep_005,2,1891.1875,1004.18,356.13899999999995,0.15,18.83
ORD-2081,2024-11-22,2024-11-25,Standard,Corporate,Latin America,Chile,Furniture,Furnishings,Rep_014,10,11223.42,7884.39,2337.314,0.1,20.83
ORD-2082,2024-11-18,2024-11-25,Standard,Corporate,Europe,Spain,Furniture,Chairs,Rep_007,16,7343.52,5474.9,1868.62,0.0,25.45
ORD-2083,2023-04-02,2023-04-03,Standard,Home Office,Asia Pacific,Australia,Office Supplies,Storage,Rep_006,9,860.97,559.17,301.79,0.1,35.05
ORD-2084,2024-09-01,2024-09-06,Standard,Corporate,Europe,Spain,Technology,Phones,Rep_010,2,4781.1,2442.58,1382.3,0.15,28.91
ORD-2085,2024-02-16,2024-02-19,Express,Corporate,Europe,United Kingdom,Furniture,Furnishings,Rep_003,1,469.15,287.59,181.56,0.0,38.7
ORD-2086,2023-06-11,2023-06-17,Standard,Home Office,Asia Pacific,China,Furniture,Bookcases,Rep_009,6,1744.52,1359.98,384.53,0.0,22.04
ORD-2087,2023-03-23,2023-03-26,Standard,Consumer,Europe,Germany,Technology,Computers,Rep_020,10,5722.98,4408.13,1314.84,0.0,22.97
ORD-2088,2024-09-30,2024-10-03,Standard,Consumer,North America,Mexico,Technology,Copiers,Rep_002,11,22098.375,13635.82,4042.88,0.05,18.29
ORD-2089,2024-06-12,2024-06-16,Second Class,Consumer,North America,United States,Furniture,Bookcases,Rep_010,8,1686.25,1233.14,453.1,0.0,26.87
ORD-2090,2023-06-18,2023-06-24,Standard,Corporate,North America,United States,Furniture,Tables,Rep_010,16,5051.3,3683.95,1367.35,0.0,27.07
ORD-2091,2024-08-19,2024-08-24,Standard,Consumer,North America,Canada,Technology,Phones,Rep_008,13,8804.087500000001,4592.94,2450.33,0.1,27.83
ORD-2092,2023-06-03,2023-06-10,Standard,Corporate,Europe,France,Technology,Copiers,Rep_005,5,271.29,211.0,60.3,0.0,22.23
ORD-2093,2023-09-29,2023-10-01,Standard,Home Office,Latin America,Brazil,Furniture,Tables,Rep_002,3,1633.69,1098.09,535.61,0.1,32.79
ORD-2094,2023-03-25,2023-03-27,Standard,Consumer,Asia Pacific,China,Furniture,Tables,Rep_009,5,5450.88,4002.76,1448.12,0.0,26.57
ORD-2095,2024-09-06,2024-09-13,Standard,Corporate,Latin America,Argentina,Technology,Phones,Rep_006,16,37939.6,21824.07,5969.327,0.1,15.73
ORD-2096,2024-09-11,2024-09-14,Standard,Consumer,Latin America,Argentina,Office Supplies,Binders,Rep_011,3,88.0,57.28,21.503999999999998,0.2,24.44
ORD-2097,2023-04-27,2023-04-28,Standard,Corporate,Latin America,Argentina,Furniture,Furnishings,Rep_019,4,997.84,761.67,236.16,0.1,23.67
ORD-2098,2023-02-28,2023-03-06,Standard,Home Office,North America,United States,Furniture,Chairs,Rep_014,15,9131.24,5945.22,3186.02,0.05,34.89
ORD-2099,2023-09-20,2023-09-26,Second Class,Corporate,Europe,Germany,Technology,Accessories,Rep_008,1,1608.19,1133.04,475.16,0.05,29.55
ORD-2100,2023-05-15,2023-05-20,Express,Corporate,Europe,Germany,Furniture,Bookcases,Rep_018,9,11702.33,7265.91,4436.42,0.05,37.91
ORD-2101,2023-04-23,2023-04-30,First Class,Corporate,Europe,Spain,Office Supplies,Pens,Rep_002,17,272.37,200.08,72.29,0.05,26.54
ORD-2102,2024-05-13,2024-05-18,Standard,Corporate,Europe,United Kingdom,Furniture,Furnishings,Rep_018,16,23984.99,19141.3,4843.69,0.1,20.19
ORD-2103,2023-03-24,2023-03-27,Express,Consumer,North America,Mexico,Furniture,Tables,Rep_019,18,3835.64,2598.48,1237.15,0.1,32.25
ORD-2104,2024-06-14,2024-06-15,Standard,Corporate,Latin America,Brazil,Furniture,Chairs,Rep_013,2,2536.47,1704.91,582.0919999999999,0.1,22.95
ORD-2105,2023-11-26,2023-12-02,Standard,Consumer,Latin America,Argentina,Office Supplies,Pens,Rep_019,15,913.98,692.77,221.21,0.1,24.2
ORD-2106,2023-10-24,2023-10-30,Second Class,Consumer,Latin America,Chile,Technology,Phones,Rep_011,11,9850.85,7500.24,2350.61,0.0,23.86
ORD-2107,2023-08-24,2023-08-31,Standard,Corporate,Europe,Germany,Office Supplies,Storage,Rep_012,14,688.61,546.89,141.72,0.1,20.58
ORD-2108,2023-11-29,2023-12-06,Standard,Home Office,Latin America,Brazil,Furniture,Bookcases,Rep_010,1,907.91,703.26,204.65,0.15,22.54
ORD-2109,2024-02-28,2024-03-05,Standard,Corporate,Asia Pacific,Singapore,Technology,Accessories,Rep_006,16,2608.4175000000005,969.62,889.7839999999999,0.1,34.11
ORD-2110,2024-08-21,2024-08-28,Standard,Home Office,Europe,France,Technology,Computers,Rep_011,18,16553.55,10344.98,2897.86,0.3,17.51
ORD-2111,2024-02-16,2024-02-18,Standard,Home Office,Latin America,Brazil,Technology,Accessories,Rep_001,5,8872.949999999999,5049.87,1433.9429999999998,0.15,16.16
ORD-2112,2024-01-24,2024-01-30,Standard,Corporate,Latin America,Argentina,Office Supplies,Pens,Rep_018,6,404.77,258.62,102.30499999999999,0.0,25.27
ORD-2113,2024-02-24,2024-02-25,Express,Home Office,Latin America,Argentina,Furniture,Tables,Rep_020,4,2964.38,2116.17,593.747,0.1,20.03
ORD-2114,2024-07-26,2024-07-30,Express,Home Office,Europe,Germany,Office Supplies,Storage,Rep_005,6,406.5,293.87,112.63,0.15,27.71
ORD-2115,2024-01-06,2024-01-13,Standard,Corporate,Asia Pacific,China,Office Supplies,Pens,Rep_019,17,1351.818,689.38,490.67199999999997,0.0,36.3
ORD-2116,2023-03-28,2023-04-03,Express,Consumer,Asia Pacific,Japan,Office Supplies,Binders,Rep_011,18,765.88,530.96,234.93,0.15,30.67
ORD-2117,2023-12-18,2023-12-20,Second Class,Home Office,Latin America,Argentina,Technology,Accessories,Rep_018,4,7273.61,5068.94,2204.67,0.05,30.31
ORD-2118,2024-08-13,2024-08-19,Standard,Home Office,North America,United States,Furniture,Bookcases,Rep_012,1,103.44,70.66,32.77,0.1,31.68
ORD-2119,2024-02-02,2024-02-03,Second Class,Home Office,Europe,Germany,Office Supplies,Binders,Rep_010,9,359.96,267.31,92.65,0.0,25.74
ORD-2120,2023-06-09,2023-06-13,Standard,Consumer,Latin America,Brazil,Furniture,Chairs,Rep_001,5,6116.02,4878.39,1237.63,0.0,20.24
ORD-2121,2023-01-05,2023-01-07,Standard,Home Office,Europe,Spain,Technology,Accessories,Rep_017,6,8731.81,5323.88,3407.94,0.1,39.03
ORD-2122,2023-05-29,2023-06-02,Standard,Consumer,Asia Pacific,Japan,Furniture,Bookcases,Rep_004,12,7386.81,4499.38,2887.43,0.0,39.09
ORD-2123,2023-12-05,2023-12-12,Standard,Home Office,North America,Mexico,Furniture,Chairs,Rep_012,3,1684.08,1138.98,545.09,0.1,32.37
ORD-2124,2024-01-08,2024-01-14,Standard,Home Office,Latin America,Chile,Furniture,Bookcases,Rep_008,17,24376.73,18499.76,4113.8859999999995,0.0,16.88
ORD-2125,2023-11-03,2023-11-10,Second Class,Home Office,Latin America,Argentina,Technology,Computers,Rep_004,14,2664.14,1623.02,1041.12,0.0,39.08
ORD-2126,2023-07-26,2023-07-29,Standard,Corporate,North America,Mexico,Office Supplies,Pens,Rep_018,1,54.35,37.68,16.66,0.15,30.65
ORD-2127,2023-10-27,2023-11-02,Express,Consumer,North America,United States,Technology,Phones,Rep_015,12,9282.91,6747.25,2535.67,0.0,27.32
ORD-2128,2023-03-14,2023-03-18,Standard,Consumer,North America,Canada,Furniture,Tables,Rep_002,11,6089.23,4480.31,1608.92,0.05,26.42
ORD-2129,2024-12-30,2024-12-31,Standard,Corporate,Asia Pacific,Japan,Furniture,Bookcases,Rep_006,17,8535.852,4050.32,3522.0079999999994,0.1,41.26
ORD-2130,2023-06-21,2023-06-28,Standard,Consumer,Asia Pacific,Japan,Office Supplies,Pens,Rep_016,11,439.38,300.16,139.23,0.15,31.69
ORD-2131,2023-10-28,2023-11-04,Standard,Corporate,Latin America,Brazil,Office Supplies,Pens,Rep_012,3,232.11,154.55,77.57,0.05,33.42
ORD-2132,2023-02-20,2023-02-23,First Class,Consumer,Latin America,Chile,Furniture,Bookcases,Rep_012,10,8863.54,6369.54,2494.0,0.0,28.14
ORD-2133,2023-07-20,2023-07-27,Express,Consumer,Asia Pacific,Japan,Office Supplies,Pens,Rep_004,7,423.25,310.78,112.47,0.3,26.57
ORD-2134,2024-07-23,2024-07-30,Second Class,Corporate,Europe,France,Technology,Computers,Rep_012,16,3452.1499999999996,2000.9,760.82,0.0,22.04
ORD-2135,2023-07-22,2023-07-25,Standard,Consumer,North America,Canada,Office Supplies,Binders,Rep_005,1,76.76,59.9,16.86,0.2,21.96
ORD-2136,2023-12-15,2023-12-21,Standard,Corporate,Asia Pacific,Singapore,Furniture,Chairs,Rep_002,13,5827.13,4000.0,1827.12,0.1,31.36
ORD-2137,2023-07-08,2023-07-10,Standard,Corporate,Europe,Germany,Furniture,Bookcases,Rep_008,13,16623.95,10008.82,6615.12,0.1,39.79
ORD-2138,2024-03-24,2024-03-27,Standard,Home Office,Asia Pacific,China,Office Supplies,Paper,Rep_019,15,952.25,507.29,315.28,0.05,33.11
ORD-2139,2024-07-27,2024-08-02,Express,Home Office,North America,United States,Office Supplies,Storage,Rep_013,6,300.39,201.33,99.06,0.0,32.98
ORD-2140,2024-12-15,2024-12-21,Standard,Home Office,Asia Pacific,China,Technology,Phones,Rep_007,1,1240.9962500000001,584.87,250.362,0.0,20.17
ORD-2141,2023-10-02,2023-10-08,Express,Home Office,Latin America,Chile,Office Supplies,Binders,Rep_004,12,828.59,531.04,297.55,0.2,35.91
ORD-2142,2023-01-13,2023-01-19,Standard,Home Office,Europe,Spain,Office Supplies,Storage,Rep_013,3,187.21,142.91,44.3,0.1,23.66
ORD-2143,2023-10-29,2023-11-03,Standard,Corporate,Latin America,Argentina,Technology,Copiers,Rep_007,18,2563.69,1852.38,711.31,0.0,27.75
ORD-2144,2023-08-20,2023-08-24,Standard,Consumer,North America,Mexico,Furniture,Bookcases,Rep_009,9,2561.14,1876.98,684.16,0.0,26.71
ORD-2145,2024-05-12,2024-05-19,Standard,Consumer,Asia Pacific,Singapore,Furniture,Furnishings,Rep_010,17,6612.333,3772.57,1839.3759999999997,0.0,27.82
ORD-2146,2023-04-16,2023-04-17,Express,Home Office,Asia Pacific,Singapore,Technology,Computers,Rep_017,15,4571.48,3327.97,1243.51,0.1,27.2
ORD-2147,2024-12-04,2024-12-05,Standard,Corporate,North America,United States,Technology,Computers,Rep_019,3,5789.762500000001,2842.4,1789.41,0.15,30.91
ORD-2148,2024-02-17,2024-02-19,Second Class,Corporate,Latin America,Brazil,Technology,Phones,Rep_008,2,993.8875,613.69,126.987,0.05,12.78
ORD-2149,2023-11-28,2023-12-03,Standard,Home Office,Europe,Spain,Office Supplies,Storage,Rep_001,3,139.81,107.44,32.37,0.05,23.15
ORD-2150,2024-12-04,2024-12-06,Standard,Home Office,Asia Pacific,Australia,Office Supplies,Storage,Rep_015,7,694.863,383.76,211.06399999999996,0.1,30.37
ORD-2151,2023-08-23,2023-08-25,Express,Home Office,Europe,France,Office Supplies,Pens,Rep_006,1,58.0,37.75,20.26,0.0,34.93
ORD-2152,2023-10-25,2023-10-26,Standard,Corporate,North America,Canada,Technology,Computers,Rep_003,12,5930.54,3794.77,2135.76,0.05,36.01
ORD-2153,2024-08-17,2024-08-22,Standard,Consumer,Europe,United Kingdom,Technology,Copiers,Rep_004,4,4503.4375,2868.4,734.35,0.0,16.31
ORD-2154,2023-04-05,2023-04-06,First Class,Home Office,North America,United States,Furniture,Tables,Rep_020,15,16893.51,11045.69,5847.82,0.05,34.62
ORD-2155,2024-03-31,2024-04-02,Standard,Home Office,Europe,United Kingdom,Furniture,Bookcases,Rep_005,5,3920.94,3050.47,870.48,0.15,22.2
ORD-2156,2023-08-18,2023-08-21,Second Class,Consumer,Latin America,Argentina,Technology,Phones,Rep_013,7,8274.09,5948.32,2325.76,0.0,28.11
ORD-2157,2024-06-05,2024-06-10,Standard,Corporate,North America,Canada,Office Supplies,Storage,Rep_002,8,116.16,85.35,30.81,0.0,26.52
ORD-2158,2024-09-27,2024-10-01,First Class,Corporate,Latin America,Brazil,Office Supplies,Paper,Rep_017,1,53.24,37.22,11.213999999999999,0.2,21.06
ORD-2159,2024-07-29,2024-08-05,Standard,Corporate,Asia Pacific,Japan,Office Supplies,Paper,Rep_007,3,254.046,138.92,79.11399999999999,0.1,31.14
ORD-2160,2023-03-20,2023-03-24,Standard,Home Office,North America,Canada,Technology,Computers,Rep_007,9,7461.34,5948.12,1513.22,0.0,20.28
ORD-2161,2023-03-18,2023-03-24,Second Class,Consumer,Asia Pacific,China,Office Supplies,Storage,Rep_009,17,1188.59,775.54,413.04,0.1,34.75
ORD-2162,2023-04-26,2023-05-02,Express,Home Office,Asia Pacific,Singapore,Technology,Phones,Rep_013,10,4061.93,2932.61,1129.32,0.1,27.8
ORD-2163,2024-04-09,2024-04-14,First Class,Consumer,Asia Pacific,Singapore,Office Supplies,Binders,Rep_011,4,224.952,115.71,80.26199999999999,0.05,35.68
ORD-2164,2024-05-20,2024-05-21,Standard,Corporate,North America,United States,Office Supplies,Paper,Rep_016,11,625.6,443.8,181.79,0.0,29.06
ORD-2165,2023-10-05,2023-10-11,First Class,Home Office,Latin America,Brazil,Technology,Phones,Rep_020,15,10721.8,7598.62,3123.19,0.15,29.13
ORD-2166,2023-09-07,2023-09-11,Standard,Home Office,North America,Mexico,Office Supplies,Pens,Rep_002,2,172.42,116.61,55.81,0.1,32.37
ORD-2167,2024-08-05,2024-08-07,Second Class,Consumer,Latin America,Brazil,Office Supplies,Paper,Rep_004,13,691.44,526.05,115.77299999999998,0.1,16.74
ORD-2168,2024-03-02,2024-03-08,Standard,Corporate,Latin America,Chile,Technology,Phones,Rep_020,6,13555.4,6780.09,2844.961,0.0,20.99
ORD-2169,2024-09-11,2024-09-13,Express,Consumer,Europe,France,Office Supplies,Binders,Rep_004,7,573.7,399.44,174.26,0.05,30.37
ORD-2170,2023-05-13,2023-05-14,Express,Consumer,Asia Pacific,Singapore,Furniture,Tables,Rep_007,7,8951.33,6201.18,2750.14,0.1,30.72
ORD-2171,2023-06-27,2023-06-30,Standard,Consumer,Asia Pacific,China,Office Supplies,Paper,Rep_009,19,316.73,195.4,121.33,0.0,38.31
ORD-2172,2024-05-06,2024-05-09,Standard,Corporate,Asia Pacific,Australia,Office Supplies,Paper,Rep_007,17,293.228,148.27,108.206,0.1,36.9
ORD-2173,2024-02-17,2024-02-21,Standard,Home Office,Europe,Germany,Furniture,Tables,Rep_007,7,7708.04,5610.76,2097.27,0.1,27.21
ORD-2174,2024-05-23,2024-05-25,Standard,Consumer,Latin America,Chile,Technology,Phones,Rep_008,15,11698.6375,7249.03,1476.916,0.1,12.62
ORD-2175,2023-01-30,2023-02-02,Express,Home Office,Asia Pacific,Japan,Office Supplies,Paper,Rep_008,9,857.21,652.45,204.76,0.0,23.89
ORD-2176,2023-08-31,2023-09-03,Standard,Consumer,Europe,France,Office Supplies,Binders,Rep_003,6,517.64,396.62,121.02,0.1,23.38
ORD-2177,2024-02-27,2024-03-05,Express,Corporate,Latin America,Argentina,Furniture,Bookcases,Rep_008,1,483.68,296.51,131.012,0.0,27.09
ORD-2178,2024-10-11,2024-10-17,Standard,Corporate,Asia Pacific,Japan,Technology,Copiers,Rep_008,10,3271.30375,1266.28,1045.562,0.1,31.96
ORD-2179,2024-04-04,2024-04-06,Standard,Consumer,North America,Canada,Technology,Computers,Rep_001,8,16511.912500000002,9074.89,4134.63,0.1,25.04
ORD-2180,2024-08-08,2024-08-12,Standard,Consumer,Latin America,Brazil,Furniture,Bookcases,Rep_010,19,17339.12,10659.97,4675.411999999999,0.0,26.96
ORD-2181,2023-10-12,2023-10-14,Second Class,Consumer,Asia Pacific,China,Furniture,Bookcases,Rep_009,15,9494.61,6719.33,2775.28,0.15,29.23
ORD-2182,2024-01-15,2024-01-16,First Class,Consumer,Europe,Germany,Office Supplies,Storage,Rep_019,3,21.03,14.04,7.0,0.0,33.29
ORD-2183,2024-11-20,2024-11-22,Standard,Home Office,Europe,Germany,Furniture,Bookcases,Rep_017,3,2543.23,1636.96,906.27,0.0,35.63
ORD-2184,2023-12-16,2023-12-17,Standard,Consumer,Latin America,Brazil,Technology,Accessories,Rep_006,12,17664.83,11760.7,5904.13,0.1,33.42
ORD-2185,2023-11-28,2023-12-05,Standard,Home Office,Latin America,Argentina,Technology,Accessories,Rep_019,11,21360.53,15173.05,6187.48,0.05,28.97
ORD-2186,2023-09-12,2023-09-15,Standard,Consumer,Asia Pacific,Australia,Furniture,Tables,Rep_004,18,3558.6,2317.28,1241.32,0.0,34.88
ORD-2187,2023-06-11,2023-06-13,Second Class,Consumer,Latin America,Chile,Technology,Phones,Rep_002,2,2122.6,1599.62,522.98,0.0,24.64
ORD-2188,2023-11-19,2023-11-24,Express,Home Office,Latin America,Argentina,Furniture,Chairs,Rep_010,1,245.42,182.11,63.31,0.0,25.8
ORD-2189,2023-01-21,2023-01-22,Standard,Consumer,Asia Pacific,Singapore,Technology,Computers,Rep_013,19,22870.93,15142.86,7728.08,0.3,33.79
ORD-2190,2023-01-15,2023-01-22,First Class,Consumer,Europe,France,Office Supplies,Storage,Rep_004,12,1038.11,775.83,262.28,0.0,25.27
ORD-2191,2024-10-19,2024-10-22,Express,Corporate,Europe,France,Office Supplies,Binders,Rep_009,4,283.82,176.64,107.18,0.05,37.76
ORD-2192,2024-10-26,2024-10-28,Standard,Home Office,Latin America,Chile,Technology,Computers,Rep_015,17,22374.675000000003,13598.41,3010.9309999999996,0.3,13.46
ORD-2193,2023-08-27,2023-08-28,Standard,Consumer,Europe,Germany,Technology,Copiers,Rep_012,13,14886.97,11060.59,3826.38,0.1,25.7
ORD-2194,2023-04-18,2023-04-22,Second Class,Consumer,North America,Canada,Technology,Phones,Rep_017,4,7937.58,5052.89,2884.68,0.05,36.34
ORD-2195,2024-06-06,2024-06-13,Express,Consumer,Europe,Germany,Furniture,Chairs,Rep_017,8,4982.8,3979.43,1003.37,0.3,20.14
ORD-2196,2023-10-12,2023-10-14,Standard,Home Office,Latin America,Chile,Furniture,Bookcases,Rep_007,14,5200.99,3288.76,1912.22,0.0,36.77
ORD-2197,2023-08-01,2023-08-03,Standard,Corporate,Asia Pacific,Singapore,Technology,Copiers,Rep_004,16,25445.25,19429.56,6015.69,0.0,23.64
ORD-2198,2023-08-26,2023-09-02,Express,Corporate,Asia Pacific,Japan,Office Supplies,Pens,Rep_018,10,999.14,767.16,231.98,0.1,23.22
ORD-2199,2023-02-15,2023-02-18,First Class,Corporate,Europe,United Kingdom,Technology,Copiers,Rep_017,6,5289.36,3730.85,1558.51,0.0,29.47
ORD-2200,2023-05-14,2023-05-19,Standard,Home Office,Europe,United Kingdom,Office Supplies,Storage,Rep_016,15,1330.07,999.59,330.48,0.05,24.85
ORD-2201,2023-09-27,2023-09-30,Standard,Consumer,Latin America,Chile,Furniture,Tables,Rep_001,2,2465.49,1942.05,523.44,0.1,21.23
ORD-2202,2023-10-06,2023-10-07,Standard,Corporate,North America,Canada,Technology,Computers,Rep_020,16,13218.95,8808.86,4410.09,0.1,33.36
ORD-2203,2024-03-18,2024-03-22,Standard,Consumer,North America,United States,Office Supplies,Storage,Rep_002,17,278.42,206.03,72.39,0.0,26.0
ORD-2204,2024-05-21,2024-05-22,Standard,Consumer,North America,Mexico,Technology,Phones,Rep_010,2,3048.5625,1634.05,804.8,0.05,26.4
ORD-2205,2023-05-29,2023-06-02,Standard,Home Office,Latin America,Brazil,Office Supplies,Storage,Rep_007,11,122.97,97.76,25.21,0.1,20.5
ORD-2206,2024-03-10,2024-03-16,First Class,Consumer,Asia Pacific,Singapore,Furniture,Bookcases,Rep_014,12,20267.533,11605.08,5579.4619999999995,0.15,27.53
ORD-2207,2023-04-18,2023-04-24,First Class,Home Office,Asia Pacific,Australia,Technology,Copiers,Rep_012,2,2964.1,2185.28,778.82,0.0,26.28
ORD-2208,2024-02-01,2024-02-08,Standard,Home Office,Europe,France,Technology,Computers,Rep_008,18,31391.7875,17908.71,7204.72,0.0,22.95
ORD-2209,2024-04-19,2024-04-24,Second Class,Consumer,Latin America,Brazil,Furniture,Tables,Rep_010,14,19351.46,12685.71,4666.017999999999,0.0,24.11
ORD-2210,2023-02-21,2023-02-26,Standard,Home Office,Latin America,Chile,Technology,Copiers,Rep_013,14,15691.95,11680.63,4011.32,0.3,25.56
ORD-2211,2023-04-20,2023-04-23,Standard,Corporate,Asia Pacific,China,Furniture,Bookcases,Rep_005,10,14356.22,10080.95,4275.27,0.2,29.78
ORD-2212,2024-10-28,2024-10-29,Express,Consumer,Asia Pacific,China,Office Supplies,Storage,Rep_012,12,226.252,113.39,84.896,0.1,37.52
ORD-2213,2024-08-29,2024-08-30,Express,Consumer,Asia Pacific,China,Office Supplies,Pens,Rep_012,2,123.539,74.45,28.811999999999994,0.05,23.32
ORD-2214,2023-03-13,2023-03-18,Express,Corporate,Asia Pacific,Singapore,Office Supplies,Storage,Rep_006,3,64.94,49.03,15.91,0.2,24.5
ORD-2215,2023-01-15,2023-01-16,Express,Home Office,Latin America,Argentina,Technology,Computers,Rep_008,6,10521.92,6959.88,3562.04,0.2,33.85
ORD-2216,2024-12-05,2024-12-10,First Class,Consumer,Asia Pacific,Japan,Office Supplies,Storage,Rep_009,15,1772.862,961.67,562.8979999999999,0.1,31.75
ORD-2217,2024-02-10,2024-02-12,Standard,Consumer,Europe,France,Furniture,Tables,Rep_001,11,4262.23,2782.59,1479.64,0.2,34.72
ORD-2218,2024-07-05,2024-07-12,Standard,Consumer,Asia Pacific,Japan,Office Supplies,Paper,Rep_012,11,764.517,431.39,219.394,0.0,28.7
ORD-2219,2024-12-07,2024-12-11,Second Class,Consumer,Europe,France,Technology,Computers,Rep_012,15,8862.925,4323.44,2766.9,0.0,31.22
ORD-2220,2023-04-06,2023-04-10,First Class,Consumer,Asia Pacific,Japan,Office Supplies,Binders,Rep_007,11,528.7,394.03,134.67,0.0,25.47
ORD-2221,2023-09-06,2023-09-12,Second Class,Corporate,Europe,United Kingdom,Office Supplies,Pens,Rep_003,7,632.93,471.74,161.19,0.05,25.47
ORD-2222,2023-12-19,2023-12-21,Express,Corporate,Latin America,Argentina,Office Supplies,Binders,Rep_005,3,179.93,131.23,48.7,0.2,27.07
ORD-2223,2024-05-29,2024-05-30,Standard,Consumer,Europe,Spain,Furniture,Bookcases,Rep_006,18,3520.3,2406.42,1113.88,0.0,31.64
ORD-2224,2023-09-25,2023-10-01,Standard,Consumer,Latin America,Argentina,Furniture,Furnishings,Rep_013,8,1162.6,833.88,328.73,0.05,28.28
ORD-2225,2023-09-15,2023-09-17,Second Class,Consumer,Asia Pacific,China,Office Supplies,Paper,Rep_010,14,1061.45,771.5,289.95,0.1,27.32
ORD-2226,2023-07-16,2023-07-20,Standard,Corporate,North America,Mexico,Furniture,Chairs,Rep_018,18,26482.16,20111.82,6370.34,0.0,24.06
ORD-2227,2024-07-27,2024-07-29,Standard,Consumer,North America,Mexico,Technology,Computers,Rep_020,15,35028.575,20776.69,7246.17,0.15,20.69
ORD-2228,2023-04-30,2023-05-02,First Class,Corporate,Latin America,Chile,Furniture,Tables,Rep_020,11,8089.34,5816.18,2273.16,0.3,28.1
ORD-2229,2023-12-29,2024-01-04,Standard,Corporate,North America,Mexico,Technology,Copiers,Rep_002,4,2678.53,1731.5,947.03,0.15,35.36
ORD-2230,2023-06-05,2023-06-10,Standard,Home Office,Europe,United Kingdom,Technology,Computers,Rep_009,5,5976.74,4126.56,1850.18,0.1,30.96
ORD-2231,2023-03-10,2023-03-17,Second Class,Consumer,North America,Canada,Technology,Copiers,Rep_009,6,5325.72,3714.63,1611.1,0.0,30.25
ORD-2232,2024-06-03,2024-06-09,Standard,Home Office,North America,Mexico,Furniture,Bookcases,Rep_018,18,16510.05,11236.86,5273.19,0.2,31.94
ORD-2233,2023-03-02,2023-03-03,Express,Consumer,Latin America,Brazil,Furniture,Chairs,Rep_006,6,1476.51,908.1,568.41,0.0,38.5
ORD-2234,2024-08-11,2024-08-16,Standard,Home Office,Latin America,Chile,Furniture,Bookcases,Rep_001,8,7000.83,5385.95,1130.4089999999999,0.05,16.15
ORD-2235,2023-02-18,2023-02-19,Standard,Home Office,Asia Pacific,Australia,Technology,Phones,Rep_001,9,8062.92,5794.45,2268.47,0.0,28.13
ORD-2236,2024-08-11,2024-08-15,First Class,Consumer,Latin America,Argentina,Technology,Accessories,Rep_013,11,9146.55,5550.13,1236.9769999999999,0.0,13.52
ORD-2237,2023-03-22,2023-03-25,Second Class,Corporate,Asia Pacific,Australia,Technology,Phones,Rep_019,17,21299.76,14948.18,6351.58,0.3,29.82
ORD-2238,2023-01-10,2023-01-16,Standard,Home Office,North America,Canada,Furniture,Tables,Rep_001,6,1232.29,757.45,474.83,0.0,38.53
ORD-2239,2023-01-17,2023-01-18,Standard,Consumer,Asia Pacific,Singapore,Technology,Copiers,Rep_009,12,5972.34,3793.41,2178.94,0.0,36.48
ORD-2240,2023-11-20,2023-11-21,Standard,Consumer,Europe,Germany,Furniture,Chairs,Rep_002,8,1238.49,974.93,263.56,0.0,21.28
ORD-2241,2023-05-07,2023-05-14,Standard,Home Office,Latin America,Argentina,Technology,Accessories,Rep_001,19,36891.34,27062.45,9828.88,0.1,26.64
ORD-2242,2024-10-31,2024-11-05,Standard,Corporate,Latin America,Brazil,Furniture,Tables,Rep_014,4,3387.65,2590.5,558.005,0.3,16.47
ORD-2243,2023-08-15,2023-08-21,Standard,Consumer,Asia Pacific,Singapore,Technology,Copiers,Rep_001,10,7583.3,5476.12,2107.18,0.0,27.79
ORD-2244,2024-01-28,2024-01-31,Standard,Corporate,North America,Mexico,Office Supplies,Pens,Rep_014,1,82.48,59.68,22.8,0.2,27.64
ORD-2245,2024-02-23,2024-02-28,Second Class,Corporate,Latin America,Argentina,Office Supplies,Storage,Rep_006,14,85.21,58.41,18.759999999999998,0.05,22.02
ORD-2246,2024-05-04,2024-05-10,Standard,Consumer,Asia Pacific,Singapore,Furniture,Bookcases,Rep_018,19,5778.227,3007.27,2012.5279999999998,0.2,34.83
ORD-2247,2024-01-14,2024-01-20,Second Class,Consumer,Europe,France,Furniture,Bookcases,Rep_004,5,5537.65,4003.14,1534.5,0.1,27.71
ORD-2248,2023-05-06,2023-05-11,Standard,Home Office,North America,Mexico,Technology,Accessories,Rep_010,5,9093.0,7081.61,2011.39,0.3,22.12
